drug_code,code_status,약품명,구분,성분명KR,성분명EN,복합단일,효능,제조판매사,총수량,제형,포장,첨가제,전문일반,마약구분,ATC번호,대분류,중분류,소분류,급여구분,보험코드,보험약가,통당단가,구입단가,전월재고,유효기한,보관방법,보관위치,입고일자,상태,비고
ELPLC,CODE,엘린플러스크림20g,외용제,히드로코르티손/클로트리마졸,Hydrocortisone/Clotrimazole,복합제,,태극제약(주),1,크림,튜브,"프로필렌글리콜,벤질알코올,스테아르산,폴리소르베이트60,스테아릴알코올,유동파라핀,소르비탄스테아레이트,미리스트산이소프로필,정제수",일반의약품,일반,D01AC20,피부과용 약물,피부과용 항진균제,국소 항진균제,급여,644801471,,1719,1719,3,2027-04-17,실온,,,사용,
EMLA5CREM,CODE,엠라5%크림5g,외용제,확인필요,확인필요,단일제,,확인필요,5,,튜브,확인필요,확인필요,확인필요,확인필요,확인필요,확인필요,확인필요,급여,,,24200,4840,0,,실온,,,중지,
ORMDON,CODE,오라메디연고,외용제,트리암시놀론아세토니드,Triamcinolone Acetonide,단일제,,동국제약(주),1,연고,튜브,"펙틴,폴리아크릴산나트륨,카르복시메틸셀룰로오스나트륨,플라스티베이스",일반의약품,일반,A01AC01,소화관 및 대사,구강 질환 치료제,구강 질환 치료제,급여,653400790,,5700,5700,7,2028-01-05,실온,,,사용,
OMCKECM,CODE,오메크린크림,외용제,퍼메트린,Permethrin,단일제,,(주)대웅제약,1,크림,튜브,"울알코올,수산화나트륨,카보머971,부틸히드록시톨루엔,메틸파라벤,글리세릴모노스테아레이트,프로필파라벤,경질유동파라핀,카프릴릭ㆍ카프릭트리글리세라이드,마크로골 올레일에테르,농글리세린,미리스트산이소프로필,정제수",전문의약품,일반,P03AC04,구충제·살충제·기피제,살충제·기피제,외부기생충 구제제(옴 치료제 포함),비급여,,15000,10000,10000,15,2027-11-12,실온,,,사용,
OCRCONIT,CODE,오큐라신안연고5g,외용제,토브라마이신,Tobramycin,단일제,,삼일제약(주),1,안연고,튜브,"유동파라핀,백색바셀린",전문의약품,일반,S01AA12,감각기관,안과용제,안과용 항감염제,급여,643901012,,3151,3151,3,2027-06-01,실온,,,사용,
OCFLXEO5,CODE,오큐프록스안연고5g,외용제,오플록사신,Ofloxacin,단일제,,삼일제약(주),1,안연고,튜브,"정제라놀린,유동파라핀,백색바셀린",전문의약품,일반,S01AE01,감각기관,안과용제,안과용 항감염제,급여,643901192,,3036,3036,11,2028-08-31,실온,,,사용,
OKLEY,CODE,오클점안액5ml,외용제,확인필요,확인필요,단일제,,확인필요,1,,병,확인필요,확인필요,확인필요,확인필요,확인필요,확인필요,확인필요,급여,,,0,0,0,,,,,중지,
,NOCODE,옴나리스나잘스프레이120회,외용제,확인필요,확인필요,단일제,,확인필요,1,분무제,통,확인필요,확인필요,확인필요,확인필요,확인필요,확인필요,확인필요,급여,,,10548,10548,0,,,,,중지,
OPTGTEY,CODE,옵타젠트점안액10mL,외용제,포비돈,Povidone,단일제,,삼일제약(주),1,점안액,병,"수산화나트륨,붕산,염화나트륨,벤잘코늄염화물 액,주사용수",일반의약품,일반,S01XA20,감각기관,안과용제,기타 안과용제,급여,643901281,,1459,1459,4,2027-08-11,실온,,,사용,
URCON,CODE,유락신연고50g,외용제,크로타미톤,Crotamiton,단일제,,(주)녹십자,1,연고,튜브,"프로필렌글리콜,벤조산나트륨,세틸팔미테이트,글리세린,덱스판테놀,폼제로-530F,라일락S-356,세탄올,글리세롤모노스테아레이트40-55,옥틸도데실미리스테이트,폴리소르베이트60,스테아릴알코올,소르비탄스테아레이트,미리스트산이소프로필,정제수",일반의약품,일반,D04AX,피부과용 약물,가려움증 치료제(항소양제),항소양제,급여,643601400,,2850,2850,10,2027-01-03,실온,,,사용,
,NOCODE,이소켓스프레이15ml/24.05.11삭제예정,외용제,확인필요,확인필요,단일제,,확인필요,1,,스프레이용기,확인필요,확인필요,확인필요,확인필요,확인필요,확인필요,확인필요,급여,,,0,0,0,,,,,중지,
IZB03,CODE,이즈바점안액0.003%(2.5mL),외용제,트라보프로스트,Travoprost,단일제,,한국노바티스(주),1,점안액,병,"프로필렌글리콜,수산화나트륨,붕산,염화나트륨,폴리콰테르늄-1액,염산,주사용수,폴리옥시40수소화피마자유,만니톨",전문의약품,일반,S01EE04,감각기관,안과용제,녹내장·축동제,급여,653603121,,15544,15544,2,2027-06-30,실온,,,사용,
GVS,CODE,지노베타딘질좌제,외용제,포비돈요오드,Povidone Iodine,단일제,,에이치엘비제약(주),50,좌제,개,폴리에틸렌글리콜1540,일반의약품,일반,G01AX11,비뇨생식기계 및 성호르몬,부인과용 항감염·소독제,부인과 항감염·소독제,급여,647300950,,9850,197,23,2028-03-27,실온,,,사용,
KNMAZOVG10,CODE,카네마졸질정100mg,외용제,클로트리마졸,Clotrimazole,단일제,,동광제약(주),6,좌제,정,"타르타르산,포비돈K-30,유당수화물,탄산수소나트륨,스테아르산마그네슘,옥수수전분,카르복시메틸셀룰로오스나트륨",일반의약품,일반,G01AF02,비뇨생식기계 및 성호르몬,부인과용 항감염·소독제,부인과 항감염·소독제,급여,645902600,,1470,245,13,2028-07-28,실온,,,사용,
,NOCODE,카이닉스점안액,외용제,히알루론산나트륨,Sodium Hyaluronate,단일제,,(주)휴온스,60,점안액,점안액,"아미노카프로산,염화칼륨,수산화나트륨,염화나트륨,에데트산나트륨수화물,염산,주사용수",전문의약품,일반,S01XA20,감각기관,안과용제,기타 안과용제,급여,,,0,0,0,,,,,중지,
CCBT30,CODE,칼시베타연고30g,외용제,칼시포트리올일수화물/베타메타손디프로피오네이트,Calcipotriol Monohydrate/Betamethasone Dipropionate,복합제,,주식회사제뉴원사이언스,1,연고,튜브,"페녹시에틸카프릴레이트,토코페롤아세테이트,폴리옥시프로필렌스테아릴에테르,백색바셀린,유동파라핀",전문의약품,일반,D05AX52,피부과용 약물,건선 치료제,국소 건선 치료제,급여,671704601,,15611,15611,2,2027-02-09,실온,,,사용,
KTCL,CODE,케토크린플라스타(10X7㎠),외용제,케토프로펜,Ketoprofen,단일제,,신신제약(주),6,플라스타,매,"린트포,박하유,폴리이소부틸렌,글리세릴로지네이트,부틸히드록시톨루엔,프로필렌카보네이트,천연고무,폴리부텐,텔핀레진(퀸톤),박리지,산화아연,침강탄산칼슘,벤조페논-3,소르비탄스테아레이트,텔핀레진(YS레진),미리스트산이소프로필",일반의약품,일반,M02AA10,근골격계,국소 관절·근육통 치료제,국소 관절·근육통 치료제,급여,643800800,,756,126,336,2028-07-31,실온/차광,,,사용,
,NOCODE,케토톱플라스타,외용제,케토프로펜,Ketoprofen,단일제,,(주)한독,6,,플라스타,"린트포,수소첨가스티렌메틸스틸렌인덴공중합체,아크릴계점착용제1,아크릴계점착용제2,폴리이소부틸렌,바닐부틸에테르,유동파라핀,디에틸렌글리콜모노에틸에테르",일반의약품,일반,M02AA10,근골격계,국소 관절·근육통 치료제,국소 관절·근육통 치료제,급여,,,0,0,0,,,,,중지,
CSSOP,CODE,코솝-에스점안액0.2mL(1회용),외용제,도르졸라미드염산염/티몰롤말레산염,Dorzolamide Hydrochloride/Timolol Maleate,복합제,,한국산텐제약(주),60,점안액,관,"수산화나트륨,시트르산나트륨,주사용수,히드록시에틸셀룰로오스,만니톨",전문의약품,일반,S01ED51,감각기관,안과용제,녹내장·축동제,급여,665600191,,43560,726,114,2027-03-31,실온/차광,,,사용,
COSOEDR,CODE,코솝점안액5mL,외용제,도르졸라미드염산염/티몰롤말레산염,Dorzolamide Hydrochloride/Timolol Maleate,복합제,,한국산텐제약(주),1,점안액,병,"수산화나트륨,시트르산나트륨,벤잘코늄염화물액 50%,주사용수,히드록시에틸셀룰로오스,만니톨",전문의약품,일반,S01ED51,감각기관,안과용제,녹내장·축동제,급여,665600161,,10955,10955,3,2028-08-31,실온/차광,,,사용,
QNVDEY,CODE,퀴노비드점안액5mL,외용제,오플록사신,Ofloxacin,단일제,,한림제약(주),1,점안액,병,"수산화나트륨,염화나트륨,벤잘코늄염화물,염산,주사용수",전문의약품,일반,S01AE01,감각기관,안과용제,안과용 항감염제,급여,645301751,,2607,2607,12,2028-04-13,실온,,,사용,
CURELEN,CODE,큐아렌점안액10mL,외용제,요오드화칼륨/요오드화나트륨,Potassium Iodide/Sodium Iodide,복합제,,삼일제약(주),1,점안액,병,"수산화나트륨,토코페롤아세테이트,메틸파라벤,히프로멜로오스,붕산,염화나트륨,프로필파라벤,에데트산나트륨수화물,주사용수,폴리소르베이트20,붕사,폴리옥실수소화피마자유",전문의약품,일반,S01XA,감각기관,안과용제,기타 안과용제,급여,643901511,,1140,1140,1,2027-04-29,실온,,,사용,
D0562,CODE,큐앤큐바셀린윤나거즈,외용제,백색바셀린,White Petrolatum,단일제,,큐앤큐팜(주),40,약물이 포함된 위생용품,매,거즈,일반의약품,일반,D02AC,피부과용 약물,연화·보호제,연화·보호제,비급여,,,60000,1500,160,2027-12-09,실온/차광,,,사용,
CRVTEY,CODE,크라비트점안액0.5%,외용제,레보플록사신수화물,Levofloxacin Hydrate,단일제,,한국산텐제약(주),1,점안액,병,"수산화나트륨,염화나트륨,묽은 염산,정제수",전문의약품,일반,S01AE05,감각기관,안과용제,안과용 항감염제,급여,665600031,,3254,3254,8,2028-03-31,실온/차광,,,사용,
CRAVTSOL,CODE,크라비트점안액1.5% 5ml,외용제,확인필요,확인필요,단일제,,확인필요,1,,병,확인필요,확인필요,확인필요,확인필요,확인필요,확인필요,확인필요,급여,,,0,0,0,,,,,중지,
,NOCODE,클로르헥시딘액0.12% 100ml,외용제,확인필요,확인필요,단일제,,확인필요,1,,병,확인필요,확인필요,확인필요,확인필요,확인필요,확인필요,확인필요,급여,,,0,0,0,,,,,중지,
TBRDEXEYE,CODE,토브라덱스점안액5mL,외용제,토브라마이신,Tobramycin,단일제,,(주)대웅제약,1,점안액,병,"무수황산나트륨,티록사폴,수산화나트륨,붕산,염화나트륨,벤잘코늄염화물,주사용수,황산",전문의약품,일반,S01AA12,감각기관,안과용제,안과용 항감염제,급여,653603001,,2976,2976,8,2027-07-31,실온,,,사용,
STRVCOTCM1,CODE,트라보코트크림15g,외용제,이소코나졸질산염/디플루코르톨론발레레이트,Isoconazole Nitrate/Diflucortolone Valerate,복합제,,레오파마(유),1,크림,튜브,"폴리소르베이트 60,에데트산나트륨수화물,백색바세린,세토스테아릴알코올,소르비탄스테아레이트,유동파라핀,정제수",전문의약품,일반,D01AC,피부과용 약물,피부과용 항진균제,국소 항진균제,급여,626700131,,1334,1334,2,2026-11-21,실온,,,사용,
TRNC30,CODE,트로나인크림30g,외용제,베타메타손디프로피오네이트/클로트리마졸/겐타마이신황산염,Betamethasone Dipropionate/Clotrimazole/Gentamicin Sulfate,복합제,,(주)제뉴파마,1,크림,튜브,"프로필렌글리콜,시트르산수화물,메틸파라벤,스테아릴알콜,에데트산나트륨수화물,프로필파라벤,세탄올,폴리소르베이트60,유동파라핀,소르비탄모노스테아레이트,정제수",전문의약품,일반,D07CC01,피부과용 약물,피부과용 코르티코스테로이드,코르티코스테로이드·항생제 복합,급여,698000242,,1320,1320,25,2028-11-11,실온,,,사용,
PLGVAG,CODE,포리진질연질캡슐,외용제,네오마이신황산염/니스타틴/폴리믹신B황산염,Neomycin Sulfate/Nystatin/Polymyxin B Sulfate,복합제,,삼진제약(주),12,,캡슐,"중쇄트리글리세리드,메틸파라벤,젤라틴,산화티탄,프로필파라벤,황납,야자경화유,황색203호,디메티콘,농글리세린",전문의약품,일반,G01AA51,비뇨생식기계 및 성호르몬,부인과용 항감염·소독제,부인과 항감염·소독제,급여,,,3372,281,0,,실온,,,중지,
,NOCODE,포스터100/6에이치에프에이120회,외용제,확인필요,확인필요,단일제,,확인필요,1,흡입제,인할러,확인필요,확인필요,확인필요,확인필요,확인필요,확인필요,확인필요,급여,,,0,0,0,,,,,중지,
,NOCODE,풀미칸분무용현탁액,외용제,확인필요,확인필요,단일제,,확인필요,30,,병,확인필요,확인필요,확인필요,확인필요,확인필요,확인필요,확인필요,급여,,,0,0,0,,,,,중지,
PLMCTRS,CODE,풀미코트레스퓰분무용현탁액0.5mg(mL),외용제,부데소니드(미분화),Budesonide Micronized,단일제,,한국아스트라제네카(주),30,흡입제,판,"폴리소르베이트80,시트르산나트륨,시트르산,염화나트륨,에데트산나트륨,주사용수",전문의약품,일반,R03BA02,호흡기계,폐쇄성 기도질환 치료제,기타 흡입 기도질환 약물,급여,650700571,,30000,1000,130,2026-09-30,실온/차광,,,사용,
FUCRENLLQR,CODE,풀케어네일라카3.3ml,외용제,확인필요,확인필요,단일제,,확인필요,1,,병,확인필요,확인필요,확인필요,확인필요,확인필요,확인필요,확인필요,급여,,,24100,24100,0,,실온/차광,,,중지,
,NOCODE,프레드포르테점안액 5ml,외용제,확인필요,확인필요,단일제,,확인필요,1,,병,확인필요,확인필요,확인필요,확인필요,확인필요,확인필요,확인필요,급여,,,0,0,0,,,,,중지,
URACR,CODE,한미유리아크림200mg(20g),외용제,우레아,Urea,단일제,,한미약품(주),1,크림,튜브,"파라핀,벤질알코올,스쿠알란,스테아르산,팔미트산세틸,토코페롤아세테이트,글리세린,D-판테놀,글리세릴모노스테아레이트,백색바셀린,유동파라핀,스테아릴알코올,미리스트산이소프로필,정제수",일반의약품,일반,D02AE01,피부과용 약물,연화·보호제,연화·보호제,급여,643503743,,1647,1647,8,2028-07-17,실온,,,사용,
HRPCIDEO,CODE,헤르페시드안연고3.5g,외용제,아시클로버,Acyclovir,단일제,,삼일제약(주),1,안연고,튜브,"백색바셀린,유동파라핀",전문의약품,일반,S01AD03,감각기관,안과용제,안과용 항감염제,급여,643901821,,4836,4836,2,2027-04-16,실온,,,사용,
HMRX-CR,CODE,헤모렉스크림35g,외용제,프라목신염산염,Pramoxine Hydrochloride,단일제,,대화제약(주),1,크림,튜브,"프로필렌글리콜,메틸파라벤,프로필파라벤,폴리소르베이트60,세탄올,스테아릴알코올,경질유동파라핀,정제수,농글리세린,솔비탄모노스테아레이트",일반의약품,일반,C05AD07,심혈관계,혈관보호제,치질·항문 치료제,급여,645602181,,2832,2832,4,2027-09-06,실온,,,사용,
HXMDSOL,CODE,헥사메딘액0.12%(100mL),외용제,클로르헥시딘글루콘산염 액,Chlorhexidine Gluconate Solution,단일제,,부광약품(주),1,가글액제,병,"에탄올(95),효소처리스테비아,폴리옥실40경화피마자유,정향유조합향,정제수,농글리세린",일반의약품,일반,R02AA05,호흡기계,인후용제,인후 치료제,급여,642204291,,910,910,14,2028-11-12,실온/차광,,,사용,
,NOCODE,호쿠날린패취1mg/70s,외용제,확인필요,확인필요,단일제,,확인필요,70,,매,확인필요,확인필요,확인필요,확인필요,확인필요,확인필요,확인필요,급여,,,0,0,0,,,,,중지,
FMLED5,CODE,후메론점안액5ml,외용제,확인필요,확인필요,단일제,,확인필요,1,,병,확인필요,확인필요,확인필요,확인필요,확인필요,확인필요,확인필요,급여,,,0,0,0,,,,,중지,
HYALMAX015,CODE,히아루론맥스점안액0.15%(5mL),외용제,히알루론산나트륨,Sodium Hyaluronate,단일제,,한림제약(주),1,점안액,병,"트로메타민,염화나트륨,벤잘코늄염화물,염산,주사용수",전문의약품,일반,S01XA20,감각기관,안과용제,기타 안과용제,급여,645305891,,2775,2775,29,2027-03-30,실온,,,사용,
HYALMAX0.5,CODE,히아루론맥스점안액0.15%,외용제,확인필요,확인필요,단일제,,확인필요,30,,병,확인필요,확인필요,확인필요,확인필요,확인필요,확인필요,확인필요,급여,,,7440,248,0,,,,,중지,
HYALREY,CODE,히아루론점안액5ml,외용제,확인필요,확인필요,단일제,,확인필요,1,,병,확인필요,확인필요,확인필요,확인필요,확인필요,확인필요,확인필요,급여,,,2220,2220,0,,,,,중지,
D0520,CODE,메디폼친수성드레싱10x10x5mm,의약외품,Polyurethane Foam,Polyurethane Foam,단일제,,(주)제네웰,10,매,상자,"폴리우레탄기포제,폴리우레탄필름",의약외품,일반,,확인필요,확인필요,확인필요,비급여,,,52700,5270,50,2028-02-13,실온,,,사용,
BOSOMI,CODE,보소미 연고20g,의약외품,산화아연,Zinc Oxide,단일제,,(주)동구바이오제약,1,연고,튜브,"정제라놀린,폴리소르베이트80,부틸레이티드히드록시톨루엔,메틸파라벤,세탄올,탤크,폴리에틸렌글리콜 300,백색바셀린,경질유동파라핀,농글리세린,소르비탄모노스테아레이트,정제수",의약외품,일반,,확인필요,확인필요,확인필요,비급여,,5500,5500,5500,12,2028-05-19,실온,,,사용,
EGFSP,CODE,이지에프외용액0.005%10mL,외용제,"재조합인간상피세포성장인자 (숙주:Escherichia coli JM101, 벡터:pTE105)","Recombinant Human Epidermal Growth Factor (Host: Escherichia Coli JM101, Vector: pTE105)",단일제,,(주)대웅제약,1,분무제,스프레이용기,"폴록사머 407,인산,인산수소나트륨수화물,염화나트륨,자일리톨,파라옥시벤조산메틸,정제수",전문의약품(희귀),일반,D03AX,피부과용 약물,상처 및 궤양 치료제,흉터 치료제,비급여,641602122,,29700,29700,37,2028-11-13,실온,,,사용,
20006,CODE,티크앤이지227g,의약외품,변성전분,Modified food starch,단일제,,한국메디칼푸드,1,산제,통,0,의약외품,일반,0,확인필요,확인필요,확인필요,비급여,,,15400,15400,22,2029-03-14,실온,,,사용,
KJCEFT1,CODE,국제세프트리악손나트륨수화물주1g,주사제,세프트리악손나트륨수화물,Ceftriaxone Sodium Hydrate,단일제,,국제약품(주),10,주사제,바이알,0,전문의약품,일반,J01DD04,전신 작용 항감염제,전신 작용 항균제(항생제),기타 베타락탐계(세팔로스포린 등),급여,643700481,,76260,7626,44,2028-05-06,실온,,,사용,
KJCEFT2,CODE,국제세프트리악손나트륨수화물주2g,주사제,세프트리악손나트륨수화물,Ceftriaxone Sodium Hydrate,단일제,,국제약품(주),10,주사제,바이알,0,전문의약품,일반,J01DD04,전신 작용 항감염제,전신 작용 항균제(항생제),기타 베타락탐계(세팔로스포린 등),급여,643704081,,129100,12910,177,2028-05-06,실온,,,사용,
GRS300,CODE,그라신300프리필드시린지주0.7mL,주사제,필그라스팀(유전자재조합),Filgrastim (rDNA),단일제,,디케이에스에이치코리아(주),10,주사제,프리필드시린지,"수산화나트륨,폴리소르베이트80,디만니톨,주사용수,빙초산",전문의약품,일반,L03AA02,항종양제 및 면역조절제,면역증강제,면역증강제,급여,666300101,,1028390,102839,8,2027-08-31,냉장/차광,,,사용,
NBT150,CODE,나보타주150unit,주사제,확인필요,확인필요,단일제,,확인필요,1,주사제,바이알,확인필요,확인필요,확인필요,확인필요,확인필요,확인필요,확인필요,급여,641606311,,164754,164754,2,2026-07-24,냉장,,,중지,
NBT50,CODE,나보타주50unit,주사제,확인필요,확인필요,단일제,,확인필요,1,주사제,바이알,확인필요,확인필요,확인필요,확인필요,확인필요,확인필요,확인필요,급여,,,0,0,0,,냉장,,,중지,
,NOCODE,넥시움주,주사제,에스오메프라졸나트륨,Esomeprazole Sodium,단일제,,한국아스트라제네카(주),10,주사제,바이알,"수산화나트륨,에데트산나트륨",전문의약품,일반,A02BC05,소화관 및 대사,위산 관련 질환 치료제,소화성 궤양·역류질환 치료제,급여,,,0,,0,,,,,중지,
NRP10,CODE,노르핀주10mL,주사제,노르에피네프린타르타르산염수화물,Norepinephrine Tartrate Hydrate,단일제,,(주)다림바이오텍,10,주사제,앰플,"피로아황산나트륨,시트르산,염화나트륨,시트르산나트륨수화물,주사용수",전문의약품,일반,C01CA03,심혈관계,심장 치료제,강심제(배당체 제외),급여,664600131,,29770,2977,18,2028-08-13,실온/차광,,,사용,
,NOCODE,노보래피드주100단위,주사제,확인필요,확인필요,단일제,,확인필요,10,,바이알,확인필요,확인필요,확인필요,확인필요,확인필요,확인필요,확인필요,급여,,,0,,0,,,,,중지,
7NVRPD,CODE,노보래피드플렉스펜주,주사제,확인필요,확인필요,단일제,,확인필요,3,,3ml/5펜,확인필요,확인필요,확인필요,확인필요,확인필요,확인필요,확인필요,급여,,,0,0,0,,,,,중지,
,NOCODE,노보믹스30플렉스펜주100단위/mL,주사제,인슐린아스파트,Insulin Aspart,단일제,,노보노디스크제약(주),5,주사제,프리필드펜,"인산수소나트륨이수화물,m-크레솔,수산화나트륨,프로타민황산염,아연,글리세린,염화나트륨,염산,주사용수,페놀",전문의약품,일반,A10AD05,소화관 및 대사,당뇨병 치료제,인슐린 및 유사체,급여,,,0,0,0,,,,,중지,
20ALB1,CODE,녹십자-알부민주20%,주사제,사람혈청알부민,Human Normal Serum Albumin,단일제,,(주)녹십자,1,주사제,바이알,"수산화나트륨,카프릴산나트륨,염화나트륨,N-아세틸트립토판,주사용수",전문의약품,일반,B05AA01,혈액 및 조혈기관,혈액대용제 및 관류액,혈액 및 관련 제제,급여,643600471,,111376,111376,3,2028-07-02,실온,,,사용,
D0432,CODE,대한멸균생리식염수100ml/20개,주사제,확인필요,확인필요,단일제,,확인필요,20,,병,확인필요,확인필요,확인필요,확인필요,확인필요,확인필요,확인필요,급여,,,0,,0,,,,,중지,
D0433,CODE,대한멸균생리식염수100ml/50개,주사제,확인필요,확인필요,단일제,,확인필요,50,,백,확인필요,확인필요,확인필요,확인필요,확인필요,확인필요,확인필요,급여,,,65000,1300,0,,,,,중지,
D0434,CODE,대한멸균생리식염수20ml/50pp,주사제,확인필요,확인필요,단일제,,확인필요,50,,병,확인필요,확인필요,확인필요,확인필요,확인필요,확인필요,확인필요,급여,,,65000,1300,0,,실온,,,중지,
DH20,CODE,대한멸균증류수20ml,주사제,주사용수,Water For Injection,단일제,,대한약품공업(주),20,바이알,앰플,0,전문의약품,일반,V07AB,기타,기타 비치료 제제,기타 비치료 보조제,급여,645100643,,26020,1301,150,2029-02-01,실온,,2026-05-22,휴면,
7ATRP,CODE,대한아트로핀황산염주사액1mL,주사제,아트로핀황산염수화물,Atropine Sulfate Hydrate,단일제,,대한약품공업(주),50,주사제,앰플,"염화나트륨,주사용수",전문의약품,일반,A03BA01,소화관 및 대사,기능성 위장관 장애 치료제,벨라돈나 알칼로이드 및 유도체,급여,645101113,,14750,295,30,2028-07-16,실온/차광,,,사용,
,NOCODE,대한에피네프린주사액/제일약품으로 변경,주사제,확인필요,확인필요,단일제,,확인필요,50,,앰플,확인필요,확인필요,확인필요,확인필요,확인필요,확인필요,확인필요,급여,,,0,0,0,,,,,중지,
7NACLDH,CODE,대한염화나트륨40주사액(20mL),주사제,염화나트륨,Sodium Chloride,단일제,,대한약품공업(주),50,주사제,앰플,주사용수,전문의약품,일반,B05XA03,혈액 및 조혈기관,혈액대용제 및 관류액,정맥주사 첨가제,급여,645100773,,12700,254,33,2027-07-04,실온,,,사용,
7PTSMCLDH,CODE,대한염화칼륨40(20mL),주사제,염화칼륨,Potassium Chloride,단일제,,대한약품공업(주),50,주사제,앰플,주사용수,전문의약품,일반,B05XA01,혈액 및 조혈기관,혈액대용제 및 관류액,정맥주사 첨가제,급여,645100863,,13800,276,42,2028-03-23,실온,,,사용,
DNGJ,CODE,데노간주,주사제,프로파세타몰염산염,Propacetamol Hydrochloride,단일제,,영진약품(주),10,주사제,바이알,"시트르산나트륨수화물,주사용수",전문의약품,일반,N02BE05,신경계,진통제,해열·진통제(기타),급여,642400161,,15300,1530,63,2028-02-17,실온/차광,,,사용,
,NOCODE,동광메로페넴주500mg,주사제,메로페넴수화물·건조탄산나트륨,Meropenem Hydrate Dried Sodium Carbonate,단일제,,동광제약(주),10,주사제,바이알,0,전문의약품,일반,J01DH02,전신 작용 항감염제,전신 작용 항균제(항생제),기타 베타락탐계(세팔로스포린 등),급여,,,,0,0,,,,,중지,
7LSX,CODE,라식스주사2mL,주사제,푸로세미드,Furosemide,단일제,,(주)한독,50,주사제,앰플,"수산화나트륨,염화나트륨,주사용수",전문의약품,일반,C03CA01,심혈관계,이뇨제,고효능 이뇨제(루프),급여,652100211,,17450,349,59,2029-04-17,실온/차광,,,사용,
7LNTSS,CODE,란투스주솔로스타3mL,주사제,인슐린글라진(유전자재조합),Insulin Glargine (rDNA),단일제,,(주)사노피-아벤티스코리아,5,주사제,프리필드펜,"수산화나트륨,염화아연,글리세린,염산,주사용수,메타크레솔",전문의약품,일반,A10AE04,소화관 및 대사,당뇨병 치료제,인슐린 및 유사체,급여,652000581,,53345,10669,16,2026-11-30,냉장,,,사용,
LVXJ100,CODE,레복스주,주사제,레보플록사신수화물,Levofloxacin Hydrate,단일제,,(주)오스코리아제약,10,주사제,바이알,"수산화나트륨,염화나트륨,염산,주사용수",전문의약품,일반,J01MA12,전신 작용 항감염제,전신 작용 항균제(항생제),퀴놀론계,급여,629700111,,146430,14643,173,2028-08-26,실온/차광,,,사용,
RBNN3,CODE,리보뉴앤주,주사제,폴리데옥시리보뉴클레오티드나트륨,Polydeoxyribonucleotide Sodium,단일제,,현대약품(주),10,주사제,바이알,"염화나트륨,주사용수",전문의약품,일반,D03AX,피부과용 약물,상처 및 궤양 치료제,흉터 치료제,급여,642004631,,74800,7480,10,2026-09-14,실온,,,사용,
MUJ25C,CODE,마운자로프리필드펜주2.5mg,주사제,확인필요,확인필요,단일제,,확인필요,4,주사제,프리필드펜,확인필요,확인필요,확인필요,확인필요,확인필요,확인필요,확인필요,급여,,,0,0,0,,,,,중지,
7MPR,CODE,맥페란주사액2mL,주사제,메토클로프라미드염산염수화물,Metoclopramide Hydrochloride Hydrate,단일제,,동화약품(주),50,주사제,앰플,"피로아황산나트륨,염화나트륨,주사용수",전문의약품,일반,A03FA01,소화관 및 대사,기능성 위장관 장애 치료제,위장관 운동 촉진제,급여,642701341,,22350,447,29,2027-07-01,실온/차광,,,사용,
MEPEM1,CODE,메펨주1g,주사제,메로페넴수화물,Meropenem Hydrate,단일제,,(주)비씨월드제약,10,주사제,바이알,0,전문의약품,일반,J01DH02,전신 작용 항감염제,전신 작용 항균제(항생제),기타 베타락탐계(세팔로스포린 등),급여,653102291,,133560,13356,254,2028-08-19,실온,,,사용,
MINOPAN,CODE,명문이노판주5mL,주사제,도파민염산염,Dopamine Hydrochloride,단일제,,명문제약(주),50,주사제,앰플,"아황산수소나트륨,주사용수,염산",전문의약품,일반,C01CA04,심혈관계,심장 치료제,강심제(배당체 제외),급여,649801421,,81200,1624,63,2027-03-21,실온/차광,,,사용,
FLMN05,CODE,명문플루마제닐주0.5mg/플루닐주사대체,주사제,확인필요,확인필요,단일제,,확인필요,5,,앰플,확인필요,확인필요,확인필요,확인필요,확인필요,확인필요,확인필요,급여,,,74680,14936,0,,실온,,,중지,
7HLPRD,CODE,명인할로페리돌주사1mL,주사제,할로페리돌,Haloperidol,단일제,,명인제약(주),10,주사제,앰플,"주사용수,락트산",전문의약품,일반,N05AD01,신경계,정신신경용제,항정신병제,급여,651901021,,3650,365,8,2028-03-16,실온/차광,,,사용,
MCRPRFD,CODE,미쎄라프리필드주150μg(0.3mL),주사제,메톡시폴리에칠렌 글리콜-에포에틴 베타,Methoxy Polyethylene Glycol-Epoetin Beta,단일제,,(주)한국로슈,1,주사제,프리필드시린지,"무수황산나트륨,수산화나트륨,인산이수소나트륨일수화물,1회용주사침,폴록사머188,메치오닌,염산,주사용수,만니톨",전문의약품,일반,B03XA03,혈액 및 조혈기관,빈혈 치료제,기타 빈혈 치료제,급여,645000761,,130270,130270,1,2028-04-01,냉장,,,사용,
,NOCODE,박씨그리프테트라주(인플루엔자분할백신)0.5 mL,주사제,확인필요,확인필요,단일제,,확인필요,10,주사제,프리필드시린지,확인필요,확인필요,확인필요,확인필요,확인필요,확인필요,확인필요,급여,,,0,0,0,,,,,중지,
,NOCODE,베클루리주,주사제,확인필요,확인필요,단일제,,확인필요,1,,바이알,확인필요,확인필요,확인필요,확인필요,확인필요,확인필요,확인필요,급여,,,0,0,0,,,,,중지,
